Rv0001	-0.826922240586561
Rv0002	0.35641382640551184
Rv0003	0.34965354438896035
Rv0004	0.20327682896411123
Rv0005	-0.5969434696703468
Rv0006	0.07664267778417108
Rv0007	0.38647906712998104
Rv0008c	-0.34829182819436116
Rv0009	0.7690083005016498
Rv0010c	-0.16868566644736016
Rv0011c	-0.8175354236616941
Rv0012	-0.7466849189354364
Rv0013	0.4877501733024512
Rv0014c	-0.35650357485114326
Rv0015c	-0.8413896215473247
Rv0016c	0.459366183591715
Rv0017c	0.052951176132343736
Rv0018c	0.40127570545789293
Rv0019c	0.7126015540028084
Rv0020c	-0.00858254752585032
Rv0021c	-0.43905025212231263
Rv0022c	-0.24209372005775093
Rv0023	-0.2593823033775121
Rv0024	-0.32802992395596126
Rv0025	-0.5904484981448054
Rv0026	0.48778138168935925
Rv0027	-0.5840526390407578
Rv0028	-0.7483832311630729
Rv0029	-0.03914508103239593
Rv0030	0.13305095808257442
Rv0031	-0.1548979970535407
Rv0032	0.07917558121872524
Rv0033	-0.16825820162916652
Rv0034	0.5025631047073942
Rv0035	0.3711677328933892
Rv0036c	0.8428017177346898
Rv0037c	0.799949155984611
Rv0038	-0.5010780676763791
Rv0039c	0.6106804805812694
Rv0040c	0.28162133945004547
Rv0041	-0.8573936078366473
Rv0042c	0.8376492315105868
Rv0043c	-0.3006881218886376
Rv0044c	0.19406623457262645
Rv0045c	0.2694410003280374
Rv0046c	-0.4311916595220008
Rv0047c	-0.5234999509845344
Rv0048c	0.09177550795842485
Rv0049	0.8150709667025513
Rv0050	0.24413352067554103
Rv0051	0.5588578029893428
Rv0052	-0.6135934316240621
Rv0053	-0.7731647785636914
Rv0054	-0.6626008861279814
Rv0055	-0.7190996686270935
Rv0056	-0.048121567540789875
Rv0057	0.5674806228677726
Rv0058	0.3629451617185359
Rv0059	0.5842450252592041
Rv0060	-0.567602838417075
Rv0061c	-0.6485804334547961
Rv0062	-0.5968693375025539
Rv0063	0.7022455189090365
Rv0064	0.12734248983750748
Rv0064A	-0.019153217130712264
Rv0065	-0.4629161665848438
Rv0066c	-0.6369592433730715
Rv0067c	-0.5068030755637611
Rv0068	-0.21638322689394401
Rv0069c	-0.346333574739118
Rv0070c	-0.47346392463764736
Rv0071	-0.20736172781545736
Rv0072	0.8664234154401351
Rv0073	0.4886483509740084
Rv0074	0.4492219502624757
Rv0075	0.13993665551071077
Rv0076c	-0.5760179916371291
Rv0077c	-0.6886458168109256
Rv0078	-0.4866338400866524
Rv0078A	-0.7595411724923267
