gene	count_2	count_3	count_4	count_5	count_6	count_7	count_8	count_9	count_10	count_11	count_12	count_13	count_14	count_15	count_16	count_18	count_19	count_20	count_21	count_22	count_23	count_24	count_25	count_26	count_27	count_28	count_29	count_30	count_31	count_32	count_34	count_35	count_36	count_37	count_38	count_39	count_40	count_41	count_42	count_43	count_44	count_45	count_46	count_47	count_48	count_50	count_51	count_52	count_53	count_54	count_55	count_56	count_57	count_58	count_59	count_60	count_61	count_62	count_63	count_64
Rv0573c	162.9778208	221.5312516	271.2297307	203.0076322	241.7167533	238.5729396	176.6306493	145.6597021	158.2418342	104.5785472	61.56231628	182.5285394	41.56033658	64.34145658	82.74756448	176.824881	229.4251894	281.4483651	288.8639503	157.5728557	216.8923069	229.7722589	135.0713362	66.00867468	79.61901818	77.1114817	41.55626278	43.90080177	93.63795776	28.05832236	37.26104119	10.07920916	9.551566011	15.31858836	7.822307238	15.34239928	50.88287841	120.5510316	189.6450317	133.3559686	321.6649944	331.0762609	739.9460744	730.5670426	853.6143484	32.04429841	15.46553848	14.38495957	22.92814667	16.44412599	13.67437387	52.00457999	105.8313289	245.9428657	257.5671282	329.965901	540.112612	706.9940124	972.1194043	1084.019181
Rv0574c	712.0444794	846.254365	964.6315361	633.5743612	1185.592713	1349.769812	1500.390021	1466.307668	1347.722588	2846.860451	4647.954879	4490.202068	3773.678562	3731.804482	4008.65979	773.1026762	985.8330866	1079.650962	1281.345834	1023.811068	1217.503723	1401.610779	1431.026048	1633.714698	3184.760727	4742.356124	4976.362468	4395.567777	4442.600885	4005.325517	118.9487084	54.10943867	34.89995273	45.05467165	35.7591188	49.1859271	224.202683	612.2199084	898.2222883	887.9284909	1262.900631	1487.60011	1968.891364	2688.605027	2613.672598	111.4818449	47.21059116	41.62920118	58.62310228	39.77183959	49.98992417	273.9145343	550.2120922	1135.850836	1121.105164	1433.687458	1843.325505	2176.698285	3113.699988	3388.235426
Rv0575c	39.90146648	59.05838766	59.64388427	61.56188125	450.5003756	628.2635093	1422.750175	1639.157181	2098.037802	3933.315358	3716.824845	3349.398697	2892.599426	1994.585154	1985.941547	67.82786465	121.6648732	96.04321065	127.1912214	428.1691733	784.8371107	1358.938788	2734.281914	2776.489879	3669.712929	3807.379409	2825.825869	2963.304119	2653.07547	2335.855336	54.45844482	17.50599486	19.10313202	19.37350881	8.939779701	11.73242298	18.02101944	16.93692179	28.05039054	55.56498691	56.65690242	67.29192295	251.9387438	356.4102374	314.1968123	64.35787664	14.24457492	11.33360451	25.01252364	14.91443985	15.24356432	21.72794096	40.72566846	45.90591549	38.92999342	82.18328792	116.4948771	247.7114271	729.4734867	708.9896139
Rv0576	291.3931038	259.6575525	264.2324035	281.4257429	374.6920366	430.2029557	544.449419	555.4489973	499.6174765	743.6696689	1061.949956	940.0219777	822.8946644	916.8657563	873.4465139	248.7021704	233.5965565	281.8659443	329.5261055	295.3459808	389.0645506	544.8884996	478.2255416	474.4373492	1092.951977	809.6705578	997.3503068	834.1152336	811.5289673	799.6621872	248.4069413	318.2908157	307.119584	319.437622	283.2792693	322.6416319	309.5375103	394.5306489	401.852334	594.54536	605.8633275	687.2748397	636.7900533	811.9054786	807.7360528	261.201424	295.6766765	332.1617937	328.810467	338.0606366	366.5180539	336.2487912	362.3753356	419.3082225	510.8087015	537.478703	616.0107895	675.371277	817.7781719	821.3904064
Rv0577	331.0135741	384.5024986	473.4858075	495.793008	971.2166719	1228.232654	2049.69193	1617.793758	1465.070465	4177.331968	5455.96028	5941.303956	5959.752266	6691.511485	6307.203248	321.9292681	427.2175118	507.3586998	702.6420413	754.0397388	1219.739726	1747.910398	1967.660816	2401.065541	4719.23635	5166.469274	5693.208001	6074.773445	5108.470807	5253.920862	266.0820506	296.0104586	367.7352914	393.3272835	415.1410199	430.4896738	472.7867452	538.9926289	592.1071568	783.4663155	841.6291472	846.9810035	1152.570159	1481.838414	1433.349175	263.0863828	302.1884822	314.2895712	409.8406217	401.9250328	438.2524742	479.0832883	524.169828	606.009376	596.1401012	785.2613161	993.7366031	1128.630484	1964.203346	1825.4321
Rv0578c	525.1819779	992.2805894	1361.146744	1590.715039	1358.957685	1204.439665	1248.060522	1058.460502	1105.914841	1545.438531	1616.010802	2080.825349	2418.811589	2075.011975	2528.397803	654.3195501	983.0521752	1063.156584	1494.740824	847.2634702	930.1773163	1168.556059	1215.642026	1299.545783	1664.761289	1310.895189	2233.649125	2233.45329	2965.201996	2160.490822	921.0165054	867.8729574	1059.489091	1133.575539	1325.881077	1570.339691	2112.169484	2758.725674	2555.634494	3261.664732	4018.984788	4216.960505	3870.334561	3932.343657	5645.810862	764.2161252	680.0767055	856.5589563	1187.573779	1486.090083	1628.819682	2384.730569	2142.391797	2159.373231	3295.286311	3915.622753	4838.655905	4245.728686	4436.734533	5023.450801
Rv0579	102.0016362	128.5828187	150.2759319	134.4833954	152.238058	161.4064901	160.1321821	176.7337719	145.7958472	127.8182243	107.7340535	54.75856181	108.0568751	80.42682073	73.55339065	110.0093725	173.1117338	186.2403128	167.202782	203.772227	178.8802531	167.4055029	113.1678763	239.2814457	289.5237025	57.83361127	124.6687883	93.28920376	62.42530517	154.320773	112.2608292	91.77385186	72.37148093	71.63692793	122.3632347	95.66437197	122.9669562	115.569584	120.7386375	154.4706636	178.1950963	203.6702201	231.1091626	249.9308304	236.3427349	107.9812073	111.3111783	92.63042148	96.66298198	71.51282696	101.7732088	125.0247094	123.8392775	123.3561193	156.1132059	222.7167103	222.9876688	252.2289608	346.3079395	368.544906
Rv0580c	206.8132347	293.0492147	348.8667421	265.6688328	300.747837	288.088078	366.8482716	351.5254144	412.4955678	348.5951573	146.2105012	155.1492585	216.1137502	273.4511905	55.16504298	251.739239	333.0141386	350.7665085	322.6948634	268.1213513	337.6364778	351.22331	266.4920957	280.5368674	173.7142215	202.4176395	176.6141168	60.36360243	83.23374023	119.24787	172.9294476	178.7733415	155.7639996	194.1856348	153.6524636	194.0362262	210.9519334	243.592787	312.2130425	384.5097094	383.8048228	528.4659015	492.9667547	411.1288216	513.0027599	153.4894966	170.1209233	191.7994609	192.5443226	187.7689735	227.7567845	241.5007208	310.844898	393.1495444	426.6569985	535.4241208	565.4120045	494.669932	583.5787893	679.808639
Rv0581	113.8034784	113.6313282	119.6209746	124.2230818	77.05109873	141.471824	126.1647495	120.4120204	149.3518435	209.1570944	230.858686	255.5399551	83.12067317	112.597549	91.94173831	122.1576468	134.8742023	131.5374407	92.0591193	91.57375384	97.26613765	95.19136439	54.75864981	90.76192768	217.1427769	154.2229634	20.77813139	137.1900055	93.63795776	105.2187088	114.6493575	142.1698977	134.0892921	132.9112814	110.6297738	103.3355716	84.80479735	87.67347753	128.0561307	84.45878011	59.39836544	57.42244091	74.39136137	56.19746482	54.21980389	137.8712671	138.9863524	137.9648395	112.0352621	119.3155188	98.41065789	92.25470012	105.2772382	113.6107294	73.14119975	72.73220981	72.36802971	54.96332578	72.17948184	72.41204898
Rv0582	72.49703065	99.67660365	102.9606717	99.3051775	70.83730045	83.59698691	69.87586127	75.74304508	78.23191802	58.09919288	23.0858686	109.5171236	74.80860585	96.51218487	73.55339065	78.62633067	133.4837466	94.99926271	92.38441654	51.97429272	93.9121329	83.70275144	29.20461323	33.00433734	144.7618512	96.38935212	51.94532848	43.90080177	135.2548279	56.11664472	79.77684461	89.65191309	90.37250918	68.93364763	88.83906078	85.73693714	74.20419768	63.76252911	69.51618525	68.90058377	39.29430329	34.09457429	62.48874355	34.01425502	48.65879836	91.01657868	108.4622633	111.8103676	90.14930395	83.75031607	74.42446109	69.45817191	63.997479	61.54983083	49.9404966	57.93921799	68.83788192	56.46917032	62.9650799	64.84661103
Rv0583c	163.8208096	82.98077254	53.97938129	54.59952564	48.46762662	42.4415472	59.20038246	66.03239828	97.78989753	11.61983858	7.695289535	18.25285394	33.24826927	0	36.77669532	131.6063046	83.07972768	57.4171368	55.95112551	32.17456216	29.06804114	37.74829967	29.20461323	24.753253	14.47618512	0	0	0	0	14.02916118	132.3244668	156.4929844	175.2344995	151.3836967	132.4204868	138.5328405	109.7162066	110.0899917	100.0057402	134.4672683	137.073151	121.1254613	53.56178018	51.76082286	52.82955251	167.761327	182.9410408	139.0546092	177.4325896	173.6193767	140.3304598	111.4892708	113.3115537	130.0240176	134.8786641	130.2605114	95.31399035	67.76300438	66.03654721	43.23107402
Rv0584	45.52139134	25.91591695	27.98930882	33.71245878	26.0979528	37.94017098	29.11494219	91.28007997	53.33994411	63.90911217	53.86702674	36.50570787	74.80860585	64.34145658	73.55339065	37.45717899	29.54718348	24.63717143	32.20442689	33.82453971	38.01205379	21.33599547	65.71037977	49.50650601	108.5713884	96.38935212	62.33439417	104.2644042	41.61687012	49.10206413	45.85974301	51.9874999	42.98204705	46.85685852	40.22900865	56.85712673	46.64263854	44.83302828	40.85600361	43.34068979	38.38048228	27.81399482	38.68350791	26.61985176	37.53678731	35.81421587	51.28046971	41.41124725	40.12425667	40.53668266	39.22976112	46.66164369	34.07657973	29.49262727	37.35706439	21.7785713	30.00625622	19.57597904	15.35733656	50.79651197
Rv0585c	109.869531	112.3853706	90.29884155	125.6888409	72.0800601	63.01926705	52.40689595	46.61110467	46.22795156	46.47935431	123.1246326	109.5171236	157.929279	32.17072829	9.194173831	117.77077	103.2413352	89.57073341	88.80614688	53.62427026	76.02410759	41.03076051	94.914993	45.38096384	21.71427769	38.55574085	124.6687883	32.92560133	20.80843506	84.17496708	84.07619551	84.87755085	72.73884885	82.45004912	102.8074666	95.21312493	102.8258168	95.14564891	92.0784559	81.12488089	97.77884772	78.05863062	48.60235609	32.53537437	31.97578178	67.58923447	92.18274912	73.66842932	83.11453167	89.10421755	72.18276045	72.30773793	88.377471	78.4760343	64.09685785	81.77237149	75.8981775	70.0217712	30.71467312	42.15029717
Rv0586	284.3681978	236.2335507	231.5782099	271.1654293	356.0506417	447.5654068	330.9398429	466.1110467	536.9554373	575.1820095	569.4514256	228.1606742	365.7309619	176.9390056	358.5727794	250.7268828	245.4154299	217.3499615	231.2863386	362.1700715	400.2445664	449.6971352	365.0576654	420.8053011	586.2854975	366.2795381	405.1735621	268.8924108	280.9138733	476.9914801	337.2601934	288.0531882	261.9333294	233.8337459	188.8528462	195.8412143	171.1996846	133.5027953	132.9344595	95.57177749	153.5219291	98.69482032	152.750262	189.2967236	151.5374006	350.333044	343.4977495	270.0449229	218.8595818	191.5931888	180.2327311	165.6310253	138.7997272	110.2767802	110.4982641	108.4819401	155.3265028	138.5376978	267.985523	206.4283784
Rv0587	411.6594958	402.4442872	393.8495598	511.1834783	615.1660302	785.8116769	539.5969287	436.9791062	341.3756423	476.4133816	484.8032407	629.7234608	374.0430293	450.3901961	570.0387775	378.9586667	400.7988536	413.1945954	420.609333	489.2183426	647.3229161	592.4841818	478.2255416	412.5542167	383.6189058	713.2812057	436.3407592	510.3468206	488.9982239	505.0498025	345.8588952	382.4794635	358.9184612	322.1409023	312.8922895	277.5169281	320.13811	271.9870382	247.575186	205.5904516	174.5398123	190.2118355	249.9549742	322.3959824	337.8310858	366.7591129	383.9930411	357.6624039	328.2893728	278.0204556	288.5068718	254.3237679	244.0769654	263.1255268	183.2462316	182.8578156	208.8670776	250.7231162	400.0586174	350.1716996
Rv0588	257.9545509	272.615511	239.2419492	286.5558996	267.1933262	290.0172392	217.3915684	215.5763591	163.5758286	151.0579015	100.038764	146.0228315	99.7448078	64.34145658	55.16504298	231.8295672	231.8584869	198.5588985	182.4917524	203.772227	210.1842974	234.6959501	87.61383969	239.2814457	72.38092562	144.5840282	51.94532848	159.1404064	31.21265259	147.3061924	193.9484965	246.1448975	217.4818107	184.2736071	197.7926259	169.6688861	174.3798645	170.3655075	147.5694459	117.7977723	138.900793	136.3782972	143.8232986	215.9165754	193.2449421	192.5350703	261.8966846	243.8904509	192.8048697	173.2369552	191.6654043	147.8212376	169.2747172	159.2601873	130.5531092	126.151347	98.25578018	118.2087965	286.4143269	231.286246
Rv0589	200.9123136	249.4407006	208.5869919	233.0556933	206.2981031	237.9298858	142.6632168	85.45369189	85.34391057	81.33887003	76.95289535	63.88498878	33.24826927	193.0243697	73.55339065	207.1955667	201.9636895	175.5920438	144.1066779	118.7983834	157.6382231	157.5581204	80.31268638	127.8918072	0	77.1114817	83.11252556	82.31400331	93.63795776	91.18954767	146.1779308	189.3830353	223.7270654	158.1418975	166.5033969	168.7663921	152.6486352	133.0046506	139.0323705	94.46047775	64.88129148	84.33921009	100.1803666	235.1420238	175.1716741	135.7170286	218.5524781	204.658743	206.35332	160.999466	151.0906228	183.440813	157.0847212	144.3856448	113.6441222	113.8238538	65.8960921	126.4909415	243.4137845	193.4590562
Rv0590	147.5230275	180.6638441	133.282423	188.7164812	151.6166781	136.327394	71.81685741	60.20601019	24.89197392	81.33887003	92.34347442	27.3792809	58.18447122	0	36.77669532	134.9808252	133.4837466	128.1968073	105.7216034	83.3238661	96.14813606	137.8633553	40.15634319	16.50216867	28.95237025	67.47254648	83.11252556	153.6528062	62.42530517	14.02916118	120.859531	149.0661987	194.3376315	158.5924442	139.1253216	136.7278524	153.7086952	150.4397171	138.4225794	68.90058377	60.31218644	54.730764	69.43193728	133.0992588	120.9518702	128.1771937	204.714891	199.6458025	182.643532	161.7643091	155.125684	170.6177659	148.2192695	133.870882	89.65695453	65.74663034	71.77967175	87.33898343	158.1805666	158.874197
Rv0590A	13.48781966	17.94178866	15.32747864	15.39047031	14.91311588	18.00550487	6.793486512	7.768517444	0	5.809919288	0	0	8.312067317	0	0	14.17298664	11.12364555	10.23068983	10.40951172	8.249887733	19.0060269	11.48861294	3.650576654	0	0	19.27787042	62.33439417	0	10.40421753	7.01458059	12.42034706	20.15841833	20.57260372	18.02186866	15.08587825	14.89115224	12.7207196	12.95176373	12.80561307	15.55819634	5.48292604	5.383353836	9.918848182	7.394403266	12.51226244	16.42606893	21.57035631	25.93651801	17.97775137	11.85506757	17.70943502	11.39826411	18.83908473	15.90037296	10.22403867	3.287331517	5.295221686	14.30552315	15.35733656	21.61553701
Rv0591	12.64483093	10.71523489	11.99541807	10.99319308	6.213798285	21.2207736	17.46896532	33.01619914	17.77998137	63.90911217	53.86702674	0	66.49653853	16.08536415	91.94173831	6.749041259	13.20932909	9.813110654	7.807133792	14.84979792	5.590007911	13.12984336	3.650576654	4.125542167	72.38092562	28.91680564	20.77813139	49.38840199	72.8295227	84.17496708	14.80887535	11.67066324	12.12314148	21.62624239	10.05725216	18.0498815	11.13062965	8.468460897	6.097910986	12.22429712	7.310568054	1.794451279	2.975654455	8.873283919	12.51226244	11.30975238	16.07602027	14.82086744	18.49884561	10.70780297	12.10518343	9.261089588	8.311360909	4.87269494	8.651109648	6.163746594	1.765073895	6.023378167	9.214401937	7.565437953
Rv0592	10.11586474	11.46280942	8.996563549	8.061674926	8.699317599	8.359698691	16.49846724	27.18981106	24.89197392	52.28927359	53.86702674	0	33.24826927	0	0	12.48572633	9.037962007	14.61527119	11.38540345	10.72485405	13.41601899	21.33599547	7.301153307	8.251084334	36.19046281	77.1114817	124.6687883	16.46280066	62.42530517	28.05832236	24.84069413	19.09744894	27.55259426	18.47241538	11.73346086	10.8299289	10.07056969	12.45361897	9.14686648	14.4468966	12.79349409	12.56115895	7.935078546	11.83104522	11.12201105	17.23390839	24.01228344	18.96199216	20.32267546	16.82654752	17.48526495	16.38500466	10.52772382	6.154983083	5.112019337	2.465498638	3.530147791	4.517533626	5.375067796	6.484661103
Rv0593	6.743909828	11.71200093	10.99579989	15.39047031	11.80621674	9.645806182	9.704980731	7.768517444	5.333994411	23.23967715	15.39057907	0	33.24826927	64.34145658	36.77669532	14.17298664	9.037962007	10.8570586	2.927675172	11.54984283	8.944012657	18.05353462	10.95172996	0	0	19.27787042	10.3890657	16.46280066	20.80843506	14.02916118	6.687879188	9.018239778	11.38840563	4.505467165	7.822307238	17.59863447	11.13062965	7.970316139	8.537075381	6.66779843	4.569105034	10.76670767	9.918848182	0	0	8.886234014	17.29698383	15.03882137	7.555866516	11.0902245	7.845952223	11.04206835	9.419542364	9.745389881	3.145858054	4.109164396	3.530147791	3.011689084	5.375067796	5.403884252
Rv0594	46.64537631	26.41429997	37.31907843	38.47617578	29.20485194	21.2207736	43.67241329	60.20601019	69.34192734	63.90911217	138.5152116	63.88498878	74.80860585	0	73.55339065	34.75756248	34.76139234	34.03270291	38.38507448	15.67478669	38.01205379	36.10706925	32.85518988	82.51084334	14.47618512	67.47254648	62.33439417	43.90080177	20.80843506	56.11664472	51.11450523	39.25586727	38.57363197	23.42842926	37.99406373	37.90475116	30.74173904	40.34972545	23.78185285	32.22769241	43.86340832	27.81399482	25.78900527	19.22544849	37.53678731	46.85468844	56.57131182	42.06510905	30.74456031	33.65309504	43.48899232	53.07316725	28.53567245	33.59594933	23.5939354	25.47681926	20.59252878	30.11689084	23.03600484	32.42330551
Rv0595c	12.64483093	10.21685187	10.32938778	6.229476079	3.728278971	12.86107491	17.46896532	38.84258722	21.33597764	5.809919288	15.39057907	0	0	0	0	8.098849511	8.690348084	14.19769201	6.831242068	14.84979792	14.53402057	6.564921682	10.95172996	8.251084334	0	19.27787042	51.94532848	0	0	7.01458059	9.554113126	14.32308671	15.06208486	10.36257448	14.52714201	19.85486965	12.7207196	5.479592345	7.927284282	10.00169764	19.19024114	13.45838459	23.80523564	26.61985176	34.75628455	7.809114739	17.50047776	18.74403823	21.36486394	16.82654752	14.57105413	19.59076644	9.419542364	15.13100008	13.36989673	20.54582198	18.23909692	18.0701345	24.5717385	29.18097496
Rv0596c	14.89280087	8.72170282	8.996563549	6.595915849	9.320697427	9.645806182	22.32145568	13.59490553	39.11595901	17.42975786	23.0858686	18.25285394	24.93620195	0	0	14.17298664	15.64262655	10.23068983	3.903566896	14.02480915	23.47803322	18.05353462	43.80691984	28.87879517	0	0	10.3890657	0	0	0	10.03181878	6.365816314	19.10313202	11.71421463	11.73346086	13.53741113	9.010509718	12.95176373	15.24477747	16.66949607	16.44877812	15.25283587	19.83769636	19.22544849	29.19527902	12.92543129	17.0934899	16.5644989	19.54103409	15.29686138	19.0544554	8.192502328	16.34567645	16.92620348	20.05484509	20.54582198	14.70894913	33.88150219	26.87533898	20.53476016
Rv0597c	33.71954914	89.70894329	120.2873867	141.8121907	250.4160709	208.9924673	290.1789239	157.3124782	154.6858379	156.8678208	330.89745	200.7813933	274.2982215	209.1097339	285.0193888	36.4448228	89.68439222	127.1528593	150.2873255	219.4470137	193.4142737	210.0774938	131.4207595	259.9091565	130.2856661	318.084862	290.8938395	378.6444152	208.0843506	252.5249012	89.80866339	144.2918364	191.0313202	250.9545211	317.3621794	331.6665726	375.2612283	418.4415973	334.1655221	330.0560223	311.6129633	270.0649174	261.857592	548.6647223	294.7332929	96.40217506	173.1733322	197.0303553	267.0607993	320.8516675	360.017122	383.9790221	380.1062389	294.1568998	300.8226764	291.3397557	283.5885392	284.6046184	496.8098378	434.4722939
Rv0598c	47.48836504	66.03574992	57.31144187	71.08931526	98.79939273	83.59698691	93.16781502	102.9328561	85.34391057	98.7686279	100.038764	54.75856181	74.80860585	96.51218487	55.16504298	40.83169962	56.31345558	66.81266828	68.96301516	104.7735742	103.9741471	72.2141385	146.0230661	61.88313251	94.0952033	48.19467606	83.11252556	76.82640309	0	70.1458059	43.47121473	67.90204068	108.7409054	123.4498003	119.5695535	162.4489335	140.9879756	144.46198	139.6421616	140.023767	124.2796569	124.7143639	214.2471207	178.944559	172.3911713	61.66507846	86.48491916	104.8358417	136.2661444	154.1158784	171.0417585	171.6863531	180.0794864	159.2601873	143.1365414	149.573584	195.9232024	230.3942149	248.7888523	220.4784775
Rv0599c	21.07471821	30.89974713	27.3228967	29.31518155	34.79727039	41.15543971	55.31839017	73.80091572	90.67790498	40.66943502	69.25760581	63.88498878	0	32.17072829	27.58252149	31.04558979	28.15672779	32.77996538	31.55383241	52.79928149	53.66407594	37.74829967	43.80691984	20.62771084	159.2380364	38.55574085	31.16719709	54.87600221	0	56.11664472	33.9171016	52.51798459	74.20832054	73.43911479	64.81340283	75.35825528	80.56455748	73.72542428	76.22388733	71.12318325	68.5365755	82.54475881	96.21282737	72.465152	73.68332324	38.50701406	40.90227941	64.73231807	78.68523061	104.4010789	82.71875344	75.51349971	82.83656373	83.60518687	66.45625139	74.37587557	86.48862088	106.1620402	92.9118862	84.30059434
Rv0600c	1.123984971	0.498383018	0	1.099319308	0	0	1.940996146	0	3.555996274	5.809919288	0	0	0	0	0	0.337452063	0	1.25273753	0	0.824988773	3.354004746	0	0	0	0	0	0	5.487600221	0	0	0.955411313	0.530484693	1.836839617	2.703280299	2.234944925	2.707482225	0.530029983	1.992579035	3.048955493	2.222599477	3.655284027	0	1.983769636	0	0	1.077119274	1.627951419	1.52567753	1.042188485	3.824215346	2.017530572	4.630544794	1.108181455	1.538745771	3.932322567	0	2.353431861	0.752922271	1.535733656	0
Rv0601c	3.371954914	1.744340564	1.999236344	4.763717002	2.485519314	1.286107491	1.940996146	5.826388083	0	5.809919288	0	0	0	0	0	2.699616504	3.476139234	0.417579177	2.277080689	1.649977547	1.118001582	0	0	0	0	0	51.94532848	0	0	0	0	1.060969386	2.571575464	2.703280299	1.676208694	4.512470376	2.120119934	1.494434276	3.048955493	3.333899215	4.569105034	0	1.983769636	0	1.390251382	0.807839456	1.627951419	3.05135506	2.866018334	1.912107673	2.017530572	2.849566027	2.493408273	5.129152569	3.145858054	3.287331517	3.530147791	3.011689084	0	1.08077685
Rv0602c	15.45479336	15.94825658	14.99427258	17.58910893	13.0489764	8.359698691	1.940996146	9.710646806	7.111992548	0	0	18.25285394	16.62413463	16.08536415	18.38834766	23.95909647	15.29501263	11.90100654	10.40951172	16.49977547	6.708009493	0	7.301153307	0	14.47618512	48.19467606	0	0	20.80843506	14.02916118	11.46493575	6.896301007	8.082094317	11.71421463	10.6159884	7.219952601	10.60059967	7.970316139	12.19582197	13.33559686	10.96585208	8.972256393	7.935078546	2.957761306	18.07326796	11.5790322	5.901323895	13.73109777	14.59063879	6.118744553	13.22603375	10.32967685	9.142497	15.38745771	10.61727093	3.698247957	12.35551727	9.035067251	6.142934625	14.05009906
Rv0603	13.48781966	13.705533	13.99465441	9.893873773	5.592418456	3.215268727	6.793486512	17.47916425	19.55797951	0	15.39057907	0	0	0	9.194173831	18.55986346	11.81887339	12.73616489	10.73480896	1.649977547	7.826011075	3.282460841	7.301153307	0	0	19.27787042	31.16719709	10.97520044	31.21265259	42.08748354	13.37575838	14.8535714	12.4905094	11.71421463	10.05725216	7.671199639	6.360359801	8.966605656	18.90352406	4.445198953	4.569105034	6.280579475	13.88638746	17.74656784	15.2927652	14.27183039	10.3781903	12.42337417	10.94297909	11.47264604	6.949271969	3.918153287	6.926134091	8.976016995	4.718787081	9.451078111	8.237011512	8.28214498	4.607200968	7.565437953
Rv0604	211.3091746	154.9971187	156.606847	153.5382634	41.63244851	53.37346087	65.0233709	66.03239828	83.56591244	81.33887003	30.78115814	91.26426968	99.7448078	32.17072829	73.55339065	208.882827	145.30262	119.0100654	124.2635462	84.14885488	46.95606645	52.51937345	153.3242195	74.25975901	72.38092562	57.83361127	20.77813139	71.33880287	187.2759155	203.4228371	125.6365876	110.8713008	127.4766695	125.2519872	102.8074666	97.46936012	93.28527708	104.1122546	95.73720249	85.57007985	107.8308788	93.31146649	128.9450264	146.4091847	65.34181495	120.9066385	101.1364819	108.7590125	122.9782412	107.4604512	91.01304579	95.10426615	133.5358653	113.0978141	84.93816745	95.74353043	115.9065191	78.30391618	92.14401937	83.21981749
Rv0605	116.6134408	106.1555829	117.6217383	108.099732	169.0153133	174.267565	135.8697302	134.0069259	154.6858379	122.0083051	115.429343	100.3906966	91.43274049	16.08536415	45.97086915	109.6719205	102.8937213	116.7133799	145.4078669	169.9476873	118.5081677	144.428277	131.4207595	181.5238554	151.9999438	86.75041691	145.4469197	104.2644042	124.8506103	147.3061924	117.0378858	95.48724471	112.4145846	95.5159039	126.2743883	103.3355716	79.50449751	81.69574042	86.59033601	94.46047775	69.45039651	82.54475881	81.3345551	79.85955527	55.61005527	118.4831202	113.1426236	112.0283215	107.0848668	118.9330972	104.2390795	96.52904916	94.19542364	99.76201746	84.93816745	84.64878656	82.37011512	112.9383406	64.50081356	86.46214804
Rv0606	106.7785723	135.0617979	148.9431076	140.3464317	134.2180429	167.8370276	145.574711	240.8240408	215.1377746	156.8678208	200.0775279	219.0342472	241.0499522	225.195098	239.0485196	132.9561128	152.2548984	139.8890242	131.7453827	197.9973056	140.8681993	116.5273599	91.26441634	206.2771084	79.61901818	134.945093	145.4469197	230.4792093	239.2970032	182.3790953	141.4008743	146.9442599	136.2934996	115.7905061	124.5981796	137.1790994	125.6171061	130.5139268	131.1050862	91.12657854	117.8829099	90.61978957	139.8557594	134.5781394	126.5128757	144.8725424	137.358401	148.4266283	140.4348983	93.69327597	140.7787999	111.8454666	122.4540507	107.1992887	108.9253351	101.907277	129.4387523	138.5376978	139.7517627	113.4815693
Rv0607	13.48781966	14.70229904	8.663357492	9.893873773	10.56345708	16.07634364	22.32145568	19.42129361	8.889990685	5.809919288	0	18.25285394	24.93620195	32.17072829	55.16504298	10.79846601	10.4284177	7.307635593	7.156539309	13.19982037	6.708009493	6.564921682	0	16.50216867	21.71427769	38.55574085	10.3890657	21.95040088	83.23374023	14.02916118	20.06363757	12.73163263	15.06208486	7.208747464	16.76208694	6.317458526	7.950449751	5.479592345	6.097910986	11.11299738	8.22438906	4.486128196	9.918848182	13.30992588	18.07326796	15.8875093	10.58168423	12.42337417	9.119149243	5.353901484	8.742632477	8.904893834	7.203179455	7.180813596	9.830806418	8.218328792	7.648653547	12.79967861	15.35733656	6.484661103
Rv0608	215.243122	112.6345621	98.96219904	132.2847567	85.1290365	131.1829641	204.7750934	279.666628	304.0376814	795.9589425	723.3572163	492.8270563	232.7378849	209.1097339	294.2135626	256.4635678	159.5547908	109.4057443	119.3840876	141.0730802	137.5141946	205.1538026	284.744979	268.1602409	731.0473487	607.2529184	280.5047738	378.6444152	218.4885681	224.4665789	225.9547754	253.0411985	274.0564709	283.8444314	218.4658664	206.6711432	162.1891749	211.7115224	226.8422887	145.5802657	135.245509	180.3423535	144.8151835	192.2544849	219.6597183	223.5022494	362.0156969	307.0970914	295.9815297	255.0751636	232.4643559	218.3479968	200.5808433	235.4281029	146.2823995	142.5880045	175.9190316	179.9484227	241.110184	256.1441136
Rv0609	212.7141558	168.4534602	131.6163927	167.4629746	146.0242597	184.5564249	256.2114913	264.1295931	371.6016106	726.239911	554.0608465	410.6892136	257.6740868	546.902381	330.9902579	212.9322517	194.3161832	156.8009809	134.0224634	149.322968	179.9982547	208.4362634	379.659972	259.9091565	369.1427206	472.3078254	405.1735621	411.5700166	124.8506103	329.6852877	163.8530401	211.1329077	270.0154238	229.7788254	210.084823	206.2198962	165.3693548	208.7226539	215.2562578	183.3644568	165.4016022	142.6588766	176.5554976	221.832098	197.4156962	177.1861206	244.5997008	247.3777138	252.2096134	227.1583915	188.7511935	207.3059285	200.8578886	206.7048485	138.8109866	154.0936649	184.1560431	200.2773241	307.9145981	318.8291709
